requirement_id,tender_id,requirement_text,requirement_category,requirement_subcategory,metric,minimum_value,maximum_value,unit,mandatory,required_document_type,validity_required,verification_type,severity_if_failed,difficulty_level,linguistic_variant
REQ-015632,TND-000599,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,3
REQ-015633,TND-000599,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,DATE_CHECK,MEDIUM,EASY,4
REQ-015634,TND-000599,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,EASY,4
REQ-015635,TND-000599,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,HIGH,EASY,4
REQ-015636,TND-000599,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,HIGH,EASY,2
REQ-015637,TND-000599,Annual turnover shall be not less than INR 12.3 crore in the latest financial year.,Turnover,Turnover,Turnover,123400000.0,,INR,False,Financial/Turnover Document,False,CROSS_DOCUMENT,MEDIUM,EASY,3
REQ-015638,TND-000599,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,8.0,,units,False,Supporting Document,False,DATE_CHECK,HIGH,EASY,2
REQ-015639,TND-000599,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,6.0,,units,False,Supporting Document,False,DATE_CHECK,HIGH,EASY,4
REQ-015640,TND-000599,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,8.0,,units,False,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,4
REQ-015641,TND-000599,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,LOW,EASY,1
REQ-015642,TND-000599,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,DATE_CHECK,LOW,EASY,1
REQ-015643,TND-000599,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,DATE_CHECK,MEDIUM,EASY,2
REQ-015644,TND-000599,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,3
REQ-015645,TND-000599,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,DATE_CHECK,LOW,EASY,2
REQ-015646,TND-000599,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,SEMANTIC_MATCH,HIGH,EASY,4
REQ-015647,TND-000600,The bidder shall hold an active GST registration.,GST,GST,GST,,,,True,GST Certificate,True,CROSS_DOCUMENT,CRITICAL,EASY,4
REQ-015648,TND-000600,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,THRESHOLD_CHECK,CRITICAL,EASY,3
REQ-015649,TND-000600,The supplier is required to provide evidence of at least 4 years of relevant experience.,Experience,Experience,Experience,4.0,,years,True,Experience Certificate,False,FIELD_MATCH,CRITICAL,EASY,4
REQ-015650,TND-000600,Bidder must have a minimum average annual turnover of INR 13.5 crore during the last three financial years.,Financial,Financial,Financial,134700000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,CRITICAL,EASY,4
REQ-015651,TND-000600,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,3
REQ-015652,TND-000600,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,EASY,1
REQ-015653,TND-000600,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,3
REQ-015654,TND-000600,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,SEMANTIC_MATCH,LOW,EASY,4
REQ-015655,TND-000600,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,SEMANTIC_MATCH,MEDIUM,EASY,1
REQ-015656,TND-000600,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,EASY,2
REQ-015657,TND-000600,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,3
REQ-015658,TND-000600,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,LOW,EASY,1
REQ-015659,TND-000600,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,EASY,3
REQ-015660,TND-000600,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,8.0,,units,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,EASY,1
REQ-015661,TND-000600,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,EASY,4
REQ-015662,TND-000600,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,LOW,EASY,2
REQ-015663,TND-000600,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,SEMANTIC_MATCH,HIGH,EASY,4
REQ-015664,TND-000600,Annual turnover shall be not less than INR 7.3 crore in the latest financial year.,Turnover,Turnover,Turnover,72700000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,LOW,EASY,1
REQ-015665,TND-000600,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,MEDIUM,EASY,4
REQ-015666,TND-000600,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,7.0,,units,False,Supporting Document,False,FIELD_MATCH,MEDIUM,EASY,1
REQ-015667,TND-000600,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,2
REQ-015668,TND-000600,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,FIELD_MATCH,MEDIUM,EASY,2
REQ-015669,TND-000600,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,DATE_CHECK,MEDIUM,EASY,2
REQ-015670,TND-000600,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,DATE_CHECK,HIGH,EASY,1
REQ-015671,TND-000600,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,2
REQ-015672,TND-000600,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,1
REQ-015673,TND-000600,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,HIGH,EASY,2
REQ-015674,TND-000600,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,LOW,EASY,1
REQ-015675,TND-000600,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,HIGH,EASY,3
REQ-015676,TND-000600,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,4
REQ-015677,TND-000601,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,SEMANTIC_MATCH,CRITICAL,MEDIUM,2
REQ-015678,TND-000601,A valid PAN document shall be submitted.,PAN,PAN,PAN,,,,True,PAN Document,False,FIELD_MATCH,CRITICAL,MEDIUM,4
REQ-015679,TND-000601,The bidder shall demonstrate a minimum of 4 years of relevant experience.,Experience,Experience,Experience,4.0,,years,True,Experience Certificate,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,3
REQ-015680,TND-000601,Average annual turnover over the specified three-year period shall not be below INR 16.7 crore.,Financial,Financial,Financial,166600000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,1
REQ-015681,TND-000601,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,1
REQ-015682,TND-000601,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,HIGH,MEDIUM,3
REQ-015683,TND-000601,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,HIGH,MEDIUM,3
REQ-015684,TND-000601,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,HIGH,MEDIUM,2
REQ-015685,TND-000601,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,3
REQ-015686,TND-000601,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,4
REQ-015687,TND-000601,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,LOW,MEDIUM,4
REQ-015688,TND-000601,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,1
REQ-015689,TND-000601,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,LOW,MEDIUM,4
REQ-015690,TND-000601,The bidder shall demonstrate latest-year turnover of at least INR 17.9 crore.,Turnover,Turnover,Turnover,178700000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,4
REQ-015691,TND-000601,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,3
REQ-015692,TND-000601,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,9.0,,units,True,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,2
REQ-015693,TND-000601,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,LOW,MEDIUM,4
REQ-015694,TND-000601,Annual turnover shall be not less than INR 11.0 crore in the latest financial year.,Turnover,Turnover,Turnover,109700000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,LOW,MEDIUM,4
REQ-015695,TND-000601,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,DATE_CHECK,MEDIUM,MEDIUM,1
REQ-015696,TND-000601,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-015697,TND-000601,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,3
REQ-015698,TND-000601,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,3
REQ-015699,TND-000601,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,2
REQ-015700,TND-000601,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,1
REQ-015701,TND-000601,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,DATE_CHECK,MEDIUM,MEDIUM,4
REQ-015702,TND-000601,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,DATE_CHECK,LOW,MEDIUM,1
REQ-015703,TND-000602,Documentary evidence of active GST registration shall be furnished.,GST,GST,GST,,,,True,GST Certificate,True,CROSS_DOCUMENT,CRITICAL,MEDIUM,3
REQ-015704,TND-000602,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,3
REQ-015705,TND-000602,The bidder shall demonstrate a minimum of 6 years of relevant experience.,Experience,Experience,Experience,6.0,,years,True,Experience Certificate,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,3
REQ-015706,TND-000602,Average annual turnover over the specified three-year period shall not be below INR 8.4 crore.,Financial,Financial,Financial,84500000.0,,INR,True,Financial/Turnover Document,False,DATE_CHECK,CRITICAL,MEDIUM,2
REQ-015707,TND-000602,The bidder shall submit authorization from the original equipment manufacturer.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,THRESHOLD_CHECK,CRITICAL,MEDIUM,3
REQ-015708,TND-000602,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,3
REQ-015709,TND-000602,Annual turnover shall be not less than INR 9.4 crore in the latest financial year.,Turnover,Turnover,Turnover,94400000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,LOW,MEDIUM,2
REQ-015710,TND-000602,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,3
REQ-015711,TND-000602,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,MEDIUM,1
REQ-015712,TND-000602,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,MEDIUM,MEDIUM,2
REQ-015713,TND-000602,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-015714,TND-000602,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,LOW,MEDIUM,3
